,UNIQUE_SUBJECT_UID,Task,Train,Test,Generations,Congruity,Ratio,Validation Accuracy
121,size_equate_1_122,size,AD-controlled,TS-controlled,7,Congruent,71,0.9
122,size_equate_1_123,size,AD-controlled,TS-controlled,7,Congruent,71,0.8
123,size_equate_1_124,size,AD-controlled,TS-controlled,7,Congruent,71,0.9
124,size_equate_1_125,size,AD-controlled,TS-controlled,7,Congruent,71,0.9
125,size_equate_1_126,size,AD-controlled,TS-controlled,7,Congruent,71,0.95
126,size_equate_1_127,size,AD-controlled,TS-controlled,7,Congruent,71,0.9
128,size_equate_1_129,size,AD-controlled,TS-controlled,7,Congruent,71,0.95
129,size_equate_1_130,size,AD-controlled,TS-controlled,7,Congruent,71,0.9
130,size_equate_1_131,size,AD-controlled,TS-controlled,7,Congruent,71,0.95
131,size_equate_1_132,size,AD-controlled,TS-controlled,7,Congruent,71,0.95
132,size_equate_1_133,size,AD-controlled,TS-controlled,7,Congruent,71,0.6
133,size_equate_1_134,size,AD-controlled,TS-controlled,7,Congruent,71,0.8
134,size_equate_1_135,size,AD-controlled,TS-controlled,7,Congruent,71,0.9
135,size_equate_1_136,size,AD-controlled,TS-controlled,7,Congruent,71,0.8
136,size_equate_1_137,size,AD-controlled,TS-controlled,7,Congruent,71,0.9
137,size_equate_1_138,size,AD-controlled,TS-controlled,7,Congruent,71,0.9
138,size_equate_1_139,size,AD-controlled,TS-controlled,7,Congruent,71,0.85
139,size_equate_1_140,size,AD-controlled,TS-controlled,7,Congruent,71,0.9
140,size_equate_1_121,size,AD-controlled,TS-controlled,7,Incongruent,71,0.75
141,size_equate_1_122,size,AD-controlled,TS-controlled,7,Incongruent,71,0.55
142,size_equate_1_123,size,AD-controlled,TS-controlled,7,Incongruent,71,0.8
143,size_equate_1_124,size,AD-controlled,TS-controlled,7,Incongruent,71,0.7
144,size_equate_1_125,size,AD-controlled,TS-controlled,7,Incongruent,71,0.85
145,size_equate_1_126,size,AD-controlled,TS-controlled,7,Incongruent,71,0.75
146,size_equate_1_127,size,AD-controlled,TS-controlled,7,Incongruent,71,0.85
148,size_equate_1_129,size,AD-controlled,TS-controlled,7,Incongruent,71,0.95
149,size_equate_1_130,size,AD-controlled,TS-controlled,7,Incongruent,71,0.7
150,size_equate_1_131,size,AD-controlled,TS-controlled,7,Incongruent,71,0.8
151,size_equate_1_132,size,AD-controlled,TS-controlled,7,Incongruent,71,0.85
152,size_equate_1_133,size,AD-controlled,TS-controlled,7,Incongruent,71,0.8
153,size_equate_1_134,size,AD-controlled,TS-controlled,7,Incongruent,71,0.85
154,size_equate_1_135,size,AD-controlled,TS-controlled,7,Incongruent,71,0.8
155,size_equate_1_136,size,AD-controlled,TS-controlled,7,Incongruent,71,0.55
156,size_equate_1_137,size,AD-controlled,TS-controlled,7,Incongruent,71,0.8
157,size_equate_1_138,size,AD-controlled,TS-controlled,7,Incongruent,71,0.9
158,size_equate_1_139,size,AD-controlled,TS-controlled,7,Incongruent,71,0.55
159,size_equate_1_140,size,AD-controlled,TS-controlled,7,Incongruent,71,0.75
160,size_equate_1_121,size,AD-controlled,TS-controlled,7,Congruent,75,0.85
161,size_equate_1_122,size,AD-controlled,TS-controlled,7,Congruent,75,0.85
162,size_equate_1_123,size,AD-controlled,TS-controlled,7,Congruent,75,0.9
163,size_equate_1_124,size,AD-controlled,TS-controlled,7,Congruent,75,0.9
164,size_equate_1_125,size,AD-controlled,TS-controlled,7,Congruent,75,0.85
165,size_equate_1_126,size,AD-controlled,TS-controlled,7,Congruent,75,0.9
166,size_equate_1_127,size,AD-controlled,TS-controlled,7,Congruent,75,0.9
168,size_equate_1_129,size,AD-controlled,TS-controlled,7,Congruent,75,0.85
169,size_equate_1_130,size,AD-controlled,TS-controlled,7,Congruent,75,0.9
170,size_equate_1_131,size,AD-controlled,TS-controlled,7,Congruent,75,0.9
171,size_equate_1_132,size,AD-controlled,TS-controlled,7,Congruent,75,0.85
172,size_equate_1_133,size,AD-controlled,TS-controlled,7,Congruent,75,0.65
173,size_equate_1_134,size,AD-controlled,TS-controlled,7,Congruent,75,0.9
174,size_equate_1_135,size,AD-controlled,TS-controlled,7,Congruent,75,0.85
175,size_equate_1_136,size,AD-controlled,TS-controlled,7,Congruent,75,0.95
176,size_equate_1_137,size,AD-controlled,TS-controlled,7,Congruent,75,0.85
177,size_equate_1_138,size,AD-controlled,TS-controlled,7,Congruent,75,0.8
178,size_equate_1_139,size,AD-controlled,TS-controlled,7,Congruent,75,0.95
179,size_equate_1_140,size,AD-controlled,TS-controlled,7,Congruent,75,0.9
180,size_equate_1_121,size,AD-controlled,TS-controlled,7,Incongruent,75,0.75
181,size_equate_1_122,size,AD-controlled,TS-controlled,7,Incongruent,75,0.6
182,size_equate_1_123,size,AD-controlled,TS-controlled,7,Incongruent,75,0.85
183,size_equate_1_124,size,AD-controlled,TS-controlled,7,Incongruent,75,0.75
184,size_equate_1_125,size,AD-controlled,TS-controlled,7,Incongruent,75,0.8
185,size_equate_1_126,size,AD-controlled,TS-controlled,7,Incongruent,75,0.75
186,size_equate_1_127,size,AD-controlled,TS-controlled,7,Incongruent,75,0.75
188,size_equate_1_129,size,AD-controlled,TS-controlled,7,Incongruent,75,0.8
189,size_equate_1_130,size,AD-controlled,TS-controlled,7,Incongruent,75,0.75
190,size_equate_1_131,size,AD-controlled,TS-controlled,7,Incongruent,75,0.75
191,size_equate_1_132,size,AD-controlled,TS-controlled,7,Incongruent,75,0.8
192,size_equate_1_133,size,AD-controlled,TS-controlled,7,Incongruent,75,0.7
193,size_equate_1_134,size,AD-controlled,TS-controlled,7,Incongruent,75,0.8
194,size_equate_1_135,size,AD-controlled,TS-controlled,7,Incongruent,75,0.8
195,size_equate_1_136,size,AD-controlled,TS-controlled,7,Incongruent,75,0.7
196,size_equate_1_137,size,AD-controlled,TS-controlled,7,Incongruent,75,0.8
197,size_equate_1_138,size,AD-controlled,TS-controlled,7,Incongruent,75,0.75
198,size_equate_1_139,size,AD-controlled,TS-controlled,7,Incongruent,75,0.65
199,size_equate_1_140,size,AD-controlled,TS-controlled,7,Incongruent,75,0.75
200,size_equate_1_121,size,AD-controlled,TS-controlled,7,Congruent,86,0.75
201,size_equate_1_122,size,AD-controlled,TS-controlled,7,Congruent,86,0.75
202,size_equate_1_123,size,AD-controlled,TS-controlled,7,Congruent,86,0.7
203,size_equate_1_124,size,AD-controlled,TS-controlled,7,Congruent,86,0.85
204,size_equate_1_125,size,AD-controlled,TS-controlled,7,Congruent,86,0.75
205,size_equate_1_126,size,AD-controlled,TS-controlled,7,Congruent,86,0.75
206,size_equate_1_127,size,AD-controlled,TS-controlled,7,Congruent,86,0.7
208,size_equate_1_129,size,AD-controlled,TS-controlled,7,Congruent,86,0.8
209,size_equate_1_130,size,AD-controlled,TS-controlled,7,Congruent,86,0.75
210,size_equate_1_131,size,AD-controlled,TS-controlled,7,Congruent,86,0.85
211,size_equate_1_132,size,AD-controlled,TS-controlled,7,Congruent,86,0.8
212,size_equate_1_133,size,AD-controlled,TS-controlled,7,Congruent,86,0.5
213,size_equate_1_134,size,AD-controlled,TS-controlled,7,Congruent,86,0.8
214,size_equate_1_135,size,AD-controlled,TS-controlled,7,Congruent,86,0.85
215,size_equate_1_136,size,AD-controlled,TS-controlled,7,Congruent,86,0.65
216,size_equate_1_137,size,AD-controlled,TS-controlled,7,Congruent,86,0.75
217,size_equate_1_138,size,AD-controlled,TS-controlled,7,Congruent,86,0.8
218,size_equate_1_139,size,AD-controlled,TS-controlled,7,Congruent,86,0.7
219,size_equate_1_140,size,AD-controlled,TS-controlled,7,Congruent,86,0.8
220,size_equate_1_121,size,AD-controlled,TS-controlled,7,Incongruent,86,0.6
221,size_equate_1_122,size,AD-controlled,TS-controlled,7,Incongruent,86,0.5
222,size_equate_1_123,size,AD-controlled,TS-controlled,7,Incongruent,86,0.8
223,size_equate_1_124,size,AD-controlled,TS-controlled,7,Incongruent,86,0.7
224,size_equate_1_125,size,AD-controlled,TS-controlled,7,Incongruent,86,0.75
225,size_equate_1_126,size,AD-controlled,TS-controlled,7,Incongruent,86,0.7
226,size_equate_1_127,size,AD-controlled,TS-controlled,7,Incongruent,86,0.8
228,size_equate_1_129,size,AD-controlled,TS-controlled,7,Incongruent,86,0.7
229,size_equate_1_130,size,AD-controlled,TS-controlled,7,Incongruent,86,0.5
230,size_equate_1_131,size,AD-controlled,TS-controlled,7,Incongruent,86,0.85
231,size_equate_1_132,size,AD-controlled,TS-controlled,7,Incongruent,86,0.8
232,size_equate_1_133,size,AD-controlled,TS-controlled,7,Incongruent,86,0.7
233,size_equate_1_134,size,AD-controlled,TS-controlled,7,Incongruent,86,0.85
234,size_equate_1_135,size,AD-controlled,TS-controlled,7,Incongruent,86,0.7
235,size_equate_1_136,size,AD-controlled,TS-controlled,7,Incongruent,86,0.75
236,size_equate_1_137,size,AD-controlled,TS-controlled,7,Incongruent,86,0.7
237,size_equate_1_138,size,AD-controlled,TS-controlled,7,Incongruent,86,0.8
238,size_equate_1_139,size,AD-controlled,TS-controlled,7,Incongruent,86,0.75
239,size_equate_1_140,size,AD-controlled,TS-controlled,7,Incongruent,86,0.65
0,size_equate_1_121,size,AD-controlled,CH-controlled,7,Congruent,50,0.95
1,size_equate_1_122,size,AD-controlled,CH-controlled,7,Congruent,50,0.9
2,size_equate_1_123,size,AD-controlled,CH-controlled,7,Congruent,50,1.0
3,size_equate_1_124,size,AD-controlled,CH-controlled,7,Congruent,50,1.0
4,size_equate_1_125,size,AD-controlled,CH-controlled,7,Congruent,50,1.0
5,size_equate_1_126,size,AD-controlled,CH-controlled,7,Congruent,50,1.0
6,size_equate_1_127,size,AD-controlled,CH-controlled,7,Congruent,50,1.0
8,size_equate_1_129,size,AD-controlled,CH-controlled,7,Congruent,50,1.0
9,size_equate_1_130,size,AD-controlled,CH-controlled,7,Congruent,50,0.95
10,size_equate_1_131,size,AD-controlled,CH-controlled,7,Congruent,50,1.0
11,size_equate_1_132,size,AD-controlled,CH-controlled,7,Congruent,50,1.0
12,size_equate_1_133,size,AD-controlled,CH-controlled,7,Congruent,50,1.0
13,size_equate_1_134,size,AD-controlled,CH-controlled,7,Congruent,50,1.0
14,size_equate_1_135,size,AD-controlled,CH-controlled,7,Congruent,50,1.0
15,size_equate_1_136,size,AD-controlled,CH-controlled,7,Congruent,50,1.0
16,size_equate_1_137,size,AD-controlled,CH-controlled,7,Congruent,50,1.0
17,size_equate_1_138,size,AD-controlled,CH-controlled,7,Congruent,50,1.0
18,size_equate_1_139,size,AD-controlled,CH-controlled,7,Congruent,50,1.0
19,size_equate_1_140,size,AD-controlled,CH-controlled,7,Congruent,50,1.0
20,size_equate_1_121,size,AD-controlled,CH-controlled,7,Incongruent,50,0.95
21,size_equate_1_122,size,AD-controlled,CH-controlled,7,Incongruent,50,0.95
22,size_equate_1_123,size,AD-controlled,CH-controlled,7,Incongruent,50,1.0
23,size_equate_1_124,size,AD-controlled,CH-controlled,7,Incongruent,50,0.95
24,size_equate_1_125,size,AD-controlled,CH-controlled,7,Incongruent,50,0.95
25,size_equate_1_126,size,AD-controlled,CH-controlled,7,Incongruent,50,0.95
26,size_equate_1_127,size,AD-controlled,CH-controlled,7,Incongruent,50,1.0
28,size_equate_1_129,size,AD-controlled,CH-controlled,7,Incongruent,50,0.95
29,size_equate_1_130,size,AD-controlled,CH-controlled,7,Incongruent,50,1.0
30,size_equate_1_131,size,AD-controlled,CH-controlled,7,Incongruent,50,1.0
31,size_equate_1_132,size,AD-controlled,CH-controlled,7,Incongruent,50,0.95
32,size_equate_1_133,size,AD-controlled,CH-controlled,7,Incongruent,50,0.9
33,size_equate_1_134,size,AD-controlled,CH-controlled,7,Incongruent,50,1.0
34,size_equate_1_135,size,AD-controlled,CH-controlled,7,Incongruent,50,1.0
35,size_equate_1_136,size,AD-controlled,CH-controlled,7,Incongruent,50,0.95
36,size_equate_1_137,size,AD-controlled,CH-controlled,7,Incongruent,50,0.95
37,size_equate_1_138,size,AD-controlled,CH-controlled,7,Incongruent,50,0.95
38,size_equate_1_139,size,AD-controlled,CH-controlled,7,Incongruent,50,0.95
39,size_equate_1_140,size,AD-controlled,CH-controlled,7,Incongruent,50,1.0
40,size_equate_1_121,size,AD-controlled,CH-controlled,7,Congruent,56,1.0
41,size_equate_1_122,size,AD-controlled,CH-controlled,7,Congruent,56,1.0
42,size_equate_1_123,size,AD-controlled,CH-controlled,7,Congruent,56,1.0
43,size_equate_1_124,size,AD-controlled,CH-controlled,7,Congruent,56,1.0
44,size_equate_1_125,size,AD-controlled,CH-controlled,7,Congruent,56,1.0
45,size_equate_1_126,size,AD-controlled,CH-controlled,7,Congruent,56,1.0
46,size_equate_1_127,size,AD-controlled,CH-controlled,7,Congruent,56,1.0
48,size_equate_1_129,size,AD-controlled,CH-controlled,7,Congruent,56,1.0
49,size_equate_1_130,size,AD-controlled,CH-controlled,7,Congruent,56,1.0
50,size_equate_1_131,size,AD-controlled,CH-controlled,7,Congruent,56,1.0
51,size_equate_1_132,size,AD-controlled,CH-controlled,7,Congruent,56,1.0
52,size_equate_1_133,size,AD-controlled,CH-controlled,7,Congruent,56,1.0
53,size_equate_1_134,size,AD-controlled,CH-controlled,7,Congruent,56,1.0
54,size_equate_1_135,size,AD-controlled,CH-controlled,7,Congruent,56,1.0
55,size_equate_1_136,size,AD-controlled,CH-controlled,7,Congruent,56,1.0
56,size_equate_1_137,size,AD-controlled,CH-controlled,7,Congruent,56,1.0
57,size_equate_1_138,size,AD-controlled,CH-controlled,7,Congruent,56,1.0
58,size_equate_1_139,size,AD-controlled,CH-controlled,7,Congruent,56,1.0
59,size_equate_1_140,size,AD-controlled,CH-controlled,7,Congruent,56,1.0
60,size_equate_1_121,size,AD-controlled,CH-controlled,7,Incongruent,56,0.95
61,size_equate_1_122,size,AD-controlled,CH-controlled,7,Incongruent,56,0.85
62,size_equate_1_123,size,AD-controlled,CH-controlled,7,Incongruent,56,1.0
63,size_equate_1_124,size,AD-controlled,CH-controlled,7,Incongruent,56,0.8
64,size_equate_1_125,size,AD-controlled,CH-controlled,7,Incongruent,56,0.95
65,size_equate_1_126,size,AD-controlled,CH-controlled,7,Incongruent,56,0.95
66,size_equate_1_127,size,AD-controlled,CH-controlled,7,Incongruent,56,1.0
68,size_equate_1_129,size,AD-controlled,CH-controlled,7,Incongruent,56,1.0
69,size_equate_1_130,size,AD-controlled,CH-controlled,7,Incongruent,56,0.95
70,size_equate_1_131,size,AD-controlled,CH-controlled,7,Incongruent,56,1.0
71,size_equate_1_132,size,AD-controlled,CH-controlled,7,Incongruent,56,1.0
72,size_equate_1_133,size,AD-controlled,CH-controlled,7,Incongruent,56,0.9
73,size_equate_1_134,size,AD-controlled,CH-controlled,7,Incongruent,56,1.0
74,size_equate_1_135,size,AD-controlled,CH-controlled,7,Incongruent,56,0.95
75,size_equate_1_136,size,AD-controlled,CH-controlled,7,Incongruent,56,0.95
76,size_equate_1_137,size,AD-controlled,CH-controlled,7,Incongruent,56,0.95
77,size_equate_1_138,size,AD-controlled,CH-controlled,7,Incongruent,56,1.0
78,size_equate_1_139,size,AD-controlled,CH-controlled,7,Incongruent,56,0.95
79,size_equate_1_140,size,AD-controlled,CH-controlled,7,Incongruent,56,0.95
80,size_equate_1_121,size,AD-controlled,CH-controlled,7,Congruent,63,1.0
81,size_equate_1_122,size,AD-controlled,CH-controlled,7,Congruent,63,0.9
82,size_equate_1_123,size,AD-controlled,CH-controlled,7,Congruent,63,1.0
83,size_equate_1_124,size,AD-controlled,CH-controlled,7,Congruent,63,1.0
84,size_equate_1_125,size,AD-controlled,CH-controlled,7,Congruent,63,1.0
85,size_equate_1_126,size,AD-controlled,CH-controlled,7,Congruent,63,1.0
86,size_equate_1_127,size,AD-controlled,CH-controlled,7,Congruent,63,1.0
88,size_equate_1_129,size,AD-controlled,CH-controlled,7,Congruent,63,1.0
89,size_equate_1_130,size,AD-controlled,CH-controlled,7,Congruent,63,1.0
90,size_equate_1_131,size,AD-controlled,CH-controlled,7,Congruent,63,1.0
91,size_equate_1_132,size,AD-controlled,CH-controlled,7,Congruent,63,1.0
92,size_equate_1_133,size,AD-controlled,CH-controlled,7,Congruent,63,0.9
93,size_equate_1_134,size,AD-controlled,CH-controlled,7,Congruent,63,1.0
94,size_equate_1_135,size,AD-controlled,CH-controlled,7,Congruent,63,1.0
95,size_equate_1_136,size,AD-controlled,CH-controlled,7,Congruent,63,1.0
96,size_equate_1_137,size,AD-controlled,CH-controlled,7,Congruent,63,1.0
97,size_equate_1_138,size,AD-controlled,CH-controlled,7,Congruent,63,1.0
98,size_equate_1_139,size,AD-controlled,CH-controlled,7,Congruent,63,1.0
99,size_equate_1_140,size,AD-controlled,CH-controlled,7,Congruent,63,1.0
100,size_equate_1_121,size,AD-controlled,CH-controlled,7,Incongruent,63,0.85
101,size_equate_1_122,size,AD-controlled,CH-controlled,7,Incongruent,63,0.75
102,size_equate_1_123,size,AD-controlled,CH-controlled,7,Incongruent,63,1.0
103,size_equate_1_124,size,AD-controlled,CH-controlled,7,Incongruent,63,0.9
104,size_equate_1_125,size,AD-controlled,CH-controlled,7,Incongruent,63,1.0
105,size_equate_1_126,size,AD-controlled,CH-controlled,7,Incongruent,63,0.9
106,size_equate_1_127,size,AD-controlled,CH-controlled,7,Incongruent,63,1.0
108,size_equate_1_129,size,AD-controlled,CH-controlled,7,Incongruent,63,0.95
109,size_equate_1_130,size,AD-controlled,CH-controlled,7,Incongruent,63,0.85
110,size_equate_1_131,size,AD-controlled,CH-controlled,7,Incongruent,63,1.0
111,size_equate_1_132,size,AD-controlled,CH-controlled,7,Incongruent,63,0.95
112,size_equate_1_133,size,AD-controlled,CH-controlled,7,Incongruent,63,0.9
113,size_equate_1_134,size,AD-controlled,CH-controlled,7,Incongruent,63,1.0
114,size_equate_1_135,size,AD-controlled,CH-controlled,7,Incongruent,63,0.95
115,size_equate_1_136,size,AD-controlled,CH-controlled,7,Incongruent,63,0.95
116,size_equate_1_137,size,AD-controlled,CH-controlled,7,Incongruent,63,0.95
117,size_equate_1_138,size,AD-controlled,CH-controlled,7,Incongruent,63,1.0
118,size_equate_1_139,size,AD-controlled,CH-controlled,7,Incongruent,63,1.0
119,size_equate_1_140,size,AD-controlled,CH-controlled,7,Incongruent,63,0.95
120,size_equate_1_121,size,AD-controlled,CH-controlled,7,Congruent,71,0.8
121,size_equate_1_122,size,AD-controlled,CH-controlled,7,Congruent,71,0.85
122,size_equate_1_123,size,AD-controlled,CH-controlled,7,Congruent,71,1.0
123,size_equate_1_124,size,AD-controlled,CH-controlled,7,Congruent,71,0.8
124,size_equate_1_125,size,AD-controlled,CH-controlled,7,Congruent,71,0.95
125,size_equate_1_126,size,AD-controlled,CH-controlled,7,Congruent,71,0.95
126,size_equate_1_127,size,AD-controlled,CH-controlled,7,Congruent,71,0.95
128,size_equate_1_129,size,AD-controlled,CH-controlled,7,Congruent,71,0.8
129,size_equate_1_130,size,AD-controlled,CH-controlled,7,Congruent,71,0.9
130,size_equate_1_131,size,AD-controlled,CH-controlled,7,Congruent,71,1.0
131,size_equate_1_132,size,AD-controlled,CH-controlled,7,Congruent,71,0.95
132,size_equate_1_133,size,AD-controlled,CH-controlled,7,Congruent,71,0.85
133,size_equate_1_134,size,AD-controlled,CH-controlled,7,Congruent,71,0.95
134,size_equate_1_135,size,AD-controlled,CH-controlled,7,Congruent,71,0.95
135,size_equate_1_136,size,AD-controlled,CH-controlled,7,Congruent,71,0.9
136,size_equate_1_137,size,AD-controlled,CH-controlled,7,Congruent,71,0.95
137,size_equate_1_138,size,AD-controlled,CH-controlled,7,Congruent,71,0.85
138,size_equate_1_139,size,AD-controlled,CH-controlled,7,Congruent,71,0.9
139,size_equate_1_140,size,AD-controlled,CH-controlled,7,Congruent,71,1.0
140,size_equate_1_121,size,AD-controlled,CH-controlled,7,Incongruent,71,0.9
141,size_equate_1_122,size,AD-controlled,CH-controlled,7,Incongruent,71,0.8
142,size_equate_1_123,size,AD-controlled,CH-controlled,7,Incongruent,71,0.95
143,size_equate_1_124,size,AD-controlled,CH-controlled,7,Incongruent,71,0.95
144,size_equate_1_125,size,AD-controlled,CH-controlled,7,Incongruent,71,1.0
145,size_equate_1_126,size,AD-controlled,CH-controlled,7,Incongruent,71,1.0
146,size_equate_1_127,size,AD-controlled,CH-controlled,7,Incongruent,71,1.0
148,size_equate_1_129,size,AD-controlled,CH-controlled,7,Incongruent,71,0.95
149,size_equate_1_130,size,AD-controlled,CH-controlled,7,Incongruent,71,1.0
150,size_equate_1_131,size,AD-controlled,CH-controlled,7,Incongruent,71,1.0
151,size_equate_1_132,size,AD-controlled,CH-controlled,7,Incongruent,71,0.95
152,size_equate_1_133,size,AD-controlled,CH-controlled,7,Incongruent,71,0.9
